"class","installment_commitment","residence_since","age","existing_credits","duration","credit_amount","checking_status<0","checking_status>=200","checking_status0<=X<200","checking_statusno checking","credit_historycritical/other existing credit","credit_historydelayed previously","credit_historyexisting paid","credit_historyno credits/all paid","purposedomestic appliance","purposeeducation","purposefurniture/equipment","purposenew car","purposeother","purposeradio/tv","purposerepairs","purposeretraining","purposeused car","savings_status>=1000","savings_status100<=X<500","savings_status500<=X<1000","savings_statusno known savings","employment>=7","employment1<=X<4","employment4<=X<7","employmentunemployed","personal_statusmale div/sep","personal_statusmale mar/wid","personal_statusmale single","other_partiesguarantor","other_partiesnone","property_magnitudelife insurance","property_magnitudeno known property","property_magnitudereal estate","other_payment_plansnone","other_payment_plansstores","housingown","housingrent","jobskilled","jobunemp/unskilled non res","jobunskilled resident","own_telephoneyes","foreign_workeryes"
1,0.0241348402948129,1.04646305414177,0.769516521676547,-0.714620600264712,-0.782560694434573,-0.570197047344111,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
0,0.918017814176768,0.140434435837207,-0.581065333486175,-0.714620600264712,1.47835861054072,1.75384213765383,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1
0,0.918017814176768,1.04646305414177,-0.581065333486175,-0.714620600264712,-0.782560694434573,-0.881562517535651,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
1,-0.869748133587142,0.140434435837207,0.0492061989230953,-0.714620600264712,-0.499945781312662,-0.608146142830011,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,-1.12129807555126,-0.714620600264712,-0.970970636515848,-0.915853868878332,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1
1,0.0241348402948129,-0.765594182467357,-0.220910172109449,1.05424227167764,0.347898958053073,-0.513959231142115,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,-0.869748133587142,0.140434435837207,1.21971047339745,-0.714620600264712,-0.782560694434573,-0.436689386116608,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1,-1.7636311074691,0.140434435837207,0.769516521676547,1.05424227167764,-1.3477905206784,0.761221820787701,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1
0,0.0241348402948129,1.04646305414177,0.679477731332366,1.05424227167764,-0.782560694434573,0.819288509061307,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
1,-0.869748133587142,-0.765594182467357,0.499400150644003,-0.714620600264712,-1.3477905206784,-0.42754502575856,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
0,0.918017814176768,-0.765594182467357,-0.941220494862901,1.05424227167764,2.04358843678454,0.774938361324774,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
1,0.918017814176768,1.04646305414177,2.480253538216,1.05424227167764,0.347898958053073,-0.0430246727026346,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1
0,0.918017814176768,0.140434435837207,-0.491026543141994,-0.714620600264712,2.04358843678454,1.88506370879182,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
1,-1.7636311074691,1.04646305414177,0.31932256995564,1.05424227167764,-0.87676566547521,1.90975348175855,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
1,0.918017814176768,0.140434435837207,-0.581065333486175,1.05424227167764,-0.782560694434573,-0.890706877893699,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0
1,0.918017814176768,0.140434435837207,-0.130871381765268,1.05424227167764,0.0652840449311617,-0.667584485157324,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
1,0.0241348402948129,-0.765594182467357,-0.491026543141994,1.05424227167764,-0.499945781312662,-0.956089054453744,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,-0.130871381765268,1.05424227167764,1.47835861054072,0.64143070009727,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0.0241348402948129,-0.765594182467357,-0.941220494862901,-0.714620600264712,-0.499945781312662,-0.19207774653882,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1,-0.869748133587142,1.04646305414177,-0.400987752797812,-0.714620600264712,2.04358843678454,2.071608660096,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1,0.0241348402948129,-0.765594182467357,-0.671104123830356,1.05424227167764,1.47835861054072,1.06069962251378,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1,-0.869748133587142,1.04646305414177,2.480253538216,1.05424227167764,-0.782560694434573,-0.63832253201157,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1
1,-0.869748133587142,-1.67162280077192,-0.0408325914210861,1.05424227167764,2.04358843678454,2.20894552222344,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
0,-1.7636311074691,-1.67162280077192,-0.130871381765268,1.05424227167764,2.04358843678454,1.8050505556589,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1
0,0.0241348402948129,-0.765594182467357,-0.0408325914210861,1.05424227167764,0.347898958053073,-0.299066762727983,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1
1,0.918017814176768,-0.765594182467357,-0.671104123830356,-0.714620600264712,0.347898958053073,-0.350732398750955,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,-1.7636311074691,0.140434435837207,-0.851181704518719,-0.714620600264712,0.0652840449311617,1.00446180631178,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,-1.7636311074691,-1.67162280077192,-0.761142914174538,-0.714620600264712,2.04358843678454,1.99662490516001,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1,0.0241348402948129,-0.765594182467357,-0.400987752797812,1.05424227167764,0.347898958053073,0.0443039687167254,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
0,0.918017814176768,1.04646305414177,0.409361360299821,-0.714620600264712,1.47835861054072,-0.491098330246995,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
0,-1.7636311074691,1.04646305414177,1.03963289270909,-0.714620600264712,1.47835861054072,2.20894552222344,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
1,0.0241348402948129,0.140434435837207,-0.671104123830356,-0.714620600264712,-0.21733086819075,1.46716644042902,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1
1,0.918017814176768,-0.765594182467357,-0.130871381765268,1.05424227167764,-0.782560694434573,-0.544592838341576,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
0,0.0241348402948129,0.140434435837207,2.30017595752763,1.05424227167764,-0.499945781312662,-0.703704708571614,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,-1.03125928520708,-0.714620600264712,1.76097352366263,-0.220425263648769,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,-0.869748133587142,-0.765594182467357,-0.310948962453631,-0.714620600264712,1.47835861054072,0.747505280250629,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1,-1.7636311074691,0.140434435837207,-1.30137565623963,-0.714620600264712,-0.21733086819075,-0.124409479889263,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1
1,0.918017814176768,0.140434435837207,0.139244989267277,1.05424227167764,-1.3477905206784,-1.11657257873749,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
1,0.0241348402948129,-0.765594182467357,-1.03125928520708,-0.714620600264712,-1.3477905206784,-0.968891158955011,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
0,0.918017814176768,1.04646305414177,-1.03125928520708,1.05424227167764,-0.21733086819075,-0.423887281615341,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
1,-1.7636311074691,1.04646305414177,-1.12129807555126,-0.714620600264712,-0.499945781312662,-0.246943908687109,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
0,-0.869748133587142,0.140434435837207,-0.941220494862901,-0.714620600264712,-0.499945781312662,-0.331072023981152,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
0,0.918017814176768,-1.67162280077192,-0.761142914174538,-0.714620600264712,-0.21733086819075,-1.05210483821325,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1
1,0.0241348402948129,0.140434435837207,-0.761142914174538,1.05424227167764,0.347898958053073,0.497407024458012,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1
1,0.918017814176768,1.04646305414177,0.139244989267277,-0.714620600264712,-0.782560694434573,-0.353018488840467,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
1,0.918017814176768,1.04646305414177,0.679477731332366,-0.714620600264712,-0.21733086819075,-0.0695433177409742,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,-0.869748133587142,-1.67162280077192,0.139244989267277,1.05424227167764,-0.782560694434573,0.23496388218203,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
1,0.918017814176768,1.04646305414177,1.12967168305327,2.82310514362,-1.06517560755648,-0.419315101436316,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,-1.7636311074691,-1.67162280077192,0.139244989267277,-0.714620600264712,-1.53620046275967,0.150378548870084,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,-0.130871381765268,1.05424227167764,1.47835861054072,1.62902161876647,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1
0,-0.869748133587142,1.04646305414177,-1.30137565623963,-0.714620600264712,0.347898958053073,-0.48652615006797,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1
1,-1.7636311074691,1.04646305414177,1.21971047339745,-0.714620600264712,-0.782560694434573,-0.329243151909542,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1
1,-0.869748133587142,-0.765594182467357,-1.12129807555126,-0.714620600264712,1.47835861054072,0.394075752412068,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
1,0.918017814176768,-0.765594182467357,-0.941220494862901,-0.714620600264712,0.347898958053073,0.960568876593151,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
0,0.0241348402948129,0.140434435837207,-0.491026543141994,1.05424227167764,-0.21733086819075,-0.912196124735112,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
1,0.0241348402948129,1.04646305414177,1.75994321546254,-0.714620600264712,-0.782560694434573,-0.216310301487647,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,0.918017814176768,0.140434435837207,0.0492061989230953,1.05424227167764,-0.21733086819075,-0.92499822923638,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0.0241348402948129,-0.765594182467357,1.75994321546254,-0.714620600264712,-0.782560694434573,-0.748969292343953,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0
1,0.918017814176768,1.04646305414177,1.48982684443,2.82310514362,-0.782560694434573,-1.06719303280403,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0.918017814176768,-0.765594182467357,-0.581065333486175,1.05424227167764,-0.782560694434573,-0.749426510361855,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1
1,0.0241348402948129,-0.765594182467357,0.679477731332366,-0.714620600264712,-1.3477905206784,-0.844985076103458,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1
1,0.918017814176768,1.04646305414177,-1.21133686589545,-0.714620600264712,0.347898958053073,-0.102005797012045,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1
0,0.918017814176768,-0.765594182467357,-0.761142914174538,-0.714620600264712,2.04358843678454,2.20894552222344,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
1,0.918017814176768,-0.765594182467357,1.03963289270909,-0.714620600264712,0.347898958053073,-0.765429140988439,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1
0,0.918017814176768,-1.67162280077192,-0.941220494862901,-0.714620600264712,-0.21733086819075,-0.2643181933674,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1,0.0241348402948129,-0.765594182467357,-0.941220494862901,-0.714620600264712,-1.06517560755648,-0.418400665400512,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0.918017814176768,0.140434435837207,1.66990442511836,-0.714620600264712,-0.782560694434573,-0.750798164415562,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
0,0.918017814176768,-0.765594182467357,0.589438940988184,-0.714620600264712,1.47835861054072,0.180554938051643,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,-0.869748133587142,1.04646305414177,0.589438940988184,-0.714620600264712,-1.3477905206784,-0.779602899543414,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
1,0.0241348402948129,-0.765594182467357,-0.941220494862901,-0.714620600264712,-0.782560694434573,-0.818009213047216,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,0.0241348402948129,-0.765594182467357,-0.941220494862901,1.05424227167764,1.47835861054072,2.20894552222344,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1
1,0.0241348402948129,1.04646305414177,-0.491026543141994,-0.714620600264712,-0.782560694434573,-0.479667879799434,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1
0,-0.869748133587142,1.04646305414177,0.139244989267277,-0.714620600264712,2.04358843678454,2.11870211593995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
0,0.918017814176768,-0.765594182467357,-0.400987752797812,-0.714620600264712,0.347898958053073,0.0502478029494567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1
0,0.918017814176768,1.04646305414177,0.409361360299821,-0.714620600264712,-0.782560694434573,-1.08228122739481,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1
0,-1.7636311074691,-1.67162280077192,-0.220910172109449,-0.714620600264712,0.347898958053073,-0.316441047408275,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
0,0.0241348402948129,0.140434435837207,2.21013716718345,1.05424227167764,-0.782560694434573,-0.368106683431247,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
0,0.918017814176768,-0.765594182467357,-0.220910172109449,-0.714620600264712,-0.21733086819075,-0.877904773392432,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,-1.7636311074691,-1.67162280077192,0.139244989267277,-0.714620600264712,-0.970970636515848,0.410535601056554,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1
1,0.918017814176768,1.04646305414177,1.03963289270909,2.82310514362,-0.21733086819075,0.169581705621985,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1
1,0.918017814176768,1.04646305414177,2.61531172373227,1.05424227167764,-1.06517560755648,-0.846813948175068,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1
0,0.918017814176768,-1.67162280077192,0.859555312020729,-0.714620600264712,0.347898958053073,-0.342045256410809,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
1,-0.869748133587142,1.04646305414177,-1.03125928520708,-0.714620600264712,0.913128784296897,0.80465753248843,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1
1,-0.869748133587142,-0.765594182467357,-0.761142914174538,-0.714620600264712,-0.782560694434573,-0.637408095975765,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,0.229283779611458,1.05424227167764,-0.782560694434573,-1.05027596614164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,1.75994321546254,-0.714620600264712,0.347898958053073,-0.662097868942495,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1,0.918017814176768,1.04646305414177,-0.220910172109449,-0.714620600264712,0.347898958053073,0.959654440557346,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
0,-0.869748133587142,-1.67162280077192,-0.851181704518719,1.05424227167764,0.0652840449311617,0.165923961478766,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
0,-0.869748133587142,1.04646305414177,-0.400987752797812,-0.714620600264712,0.913128784296897,0.0260152480006291,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1
1,-0.869748133587142,0.140434435837207,-0.0408325914210861,-0.714620600264712,0.0652840449311617,0.422880487539919,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,-0.869748133587142,1.04646305414177,1.39978805408582,-0.714620600264712,-1.06517560755648,-0.248772780758718,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
1,-0.869748133587142,-0.765594182467357,0.139244989267277,-0.714620600264712,-0.970970636515848,-0.834926279709605,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
1,0.918017814176768,-1.67162280077192,-0.581065333486175,-0.714620600264712,0.347898958053073,-0.170131281679504,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1
1,0.0241348402948129,1.04646305414177,0.139244989267277,-0.714620600264712,-0.21733086819075,0.256453129023443,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1
1,0.918017814176768,-1.67162280077192,-0.851181704518719,-0.714620600264712,-0.782560694434573,-0.786918387829853,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
0,-0.869748133587142,0.140434435837207,-0.400987752797812,-0.714620600264712,0.347898958053073,0.807400840595844,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
1,0.918017814176768,-1.67162280077192,-1.39141444658381,-0.714620600264712,-0.87676566547521,-0.673985537407958,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1,0.918017814176768,0.140434435837207,-0.941220494862901,1.05424227167764,-0.499945781312662,-0.739824931985904,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
